ID,Descripción,Fecha de Verificacion,Próxima Verificacion,Calendario de Verificacion,Estado,"Método de Verificacion calibracion",Error de equipo,,Resolucion,,N° de Serie,"ID de equipo con el que se verifica / Calibra  ",Usuario,Responsable,Ubicación,Formato,Verificacion de Etiquta (ID y Fecha),Status,Prove-Calibracion,Verifico,Fuera de Calibración,,% de Gages Calibrados,Numero de folio,,,Calibración Aceptada,Calibración Pendiente,En Proceso de Calibración,,Buscar,44384.34421,>=,44377.34421,44364.34421,>=44364.3442065972,44384.34421,>=44377.3442065972
INT488,Camara de Vision,44352,44717,44697,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary SEM-8275-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,18 de junio del 2020,,,,,,
INT487,Termohigrometro,44019,44385,44365,Activo,EXTERNO,NA,NA,,,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,En Proceso de Calibración,en/Cali,FLOME,0,1,366,0,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,9 de agosto del 2019,,,,,,
INT486,Hypot,44147,44512,44492,Activo,EXTERNO,NA,NA,,,9750122,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,BOS-7370-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,9 de agosto del 2019,,,,,,
INT485,CMM,43487,43852,43832,Baja,EXTERNO,NA,NA,0,"40""",,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Baja,,,0,1,365,365,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT484,Amperímetro de gancho,43661,44026,44006,Baja,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Ricardo Lopez,Ricardo Lopez,Mantenimiento,N/A,,Baja,,,0,1,365,,,41864,42229,R&R Pendiente,R&R Actualizado,,43654,,,,,,,
INT483,Dinamómetro,44340,44705,44685,Activo,EXTERNO,0.05,0.05,0,2500N,16-0092-06,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,2 de mayo del 2020,,,,,,
INT481,Calbrador Digital,44330,44695,44675,Activo,INTERNO,".0005""",".0005""",0,"8""",B17190713,INT143,Fabian Mejia,Fabian Mejia,Automatización ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41821,42186,R&R Pendiente,R&R Actualizado,,44323,,,,,,,
INT480,Ring Gauge,43963,44693,44673,Activo,EXTERNO,NA,NA,25,,172118,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,730,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,
INT479,Ring Gauge,43963,44693,44673,Activo,EXTERNO,NA,NA,16,,172872,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,730,,,24 de octubre del 2014,24 de octubre del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,
INT478,Indicador Analogo,44333,45063,45043,Activo,INTERNO,"0.0005""","0.0005""",0,"0.500""",,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,730,,,14 de octubre del 2014,14 de octubre del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,
INT477,Indicador Digital,44333,44698,44678,Activo,INTERNO,"0.0005""",0.0005,0,"1""",17222409,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,1 de octubre del 2014,1 de octubre del 2015,R&R Actualizado,365,,15 de mayo del 2020,,,,,,
INT476,Indicador Digital,44333,44698,44678,Activo,INTERNO,"0.0005""",0.0005,0,"1""",17222413,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,6 de septiembre del 2014,6 de septiembre del 2015,R&R Actualizado,365,,15 de mayo del 2020,,,,,,
INT475,Camara de Vision,44326,44691,44671,Activo,INTERNO,NA,NA,Go,NO GO,VE202G1A,Dummis,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41758,42123,R&R Pendiente,R&R Actualizado,,44319,,,,,,,
INT474,Bascula QC-5,43945,44310,44290,Reparacion,INTERNO,1gr,1,gr,5 KG,K17-000072,INT088,Personal de producción,Francisco Martínez,Lavadora terra tech ,N/A,,Reparacion,,,0,1,365,365,,,6 de diciembre del 2013,6 de diciembre del 2014,R&R Actualizado,365,,18 de abril del 2020,,,,,,
INT473,Bascula QC-5,43945,44310,44290,Reparacion,INTERNO,1gr,1gr,0,5 KG,A18-000097,INT088,Personal de producción,Francisco Martínez,Estampados ,N/A,,Reparacion,,,0,1,365,,,41864,42229,R&R Pendiente,R&R Actualizado,,43938,,,,,,,
INT472,Micrometro digital,44219,45314,45294,Activo,EXTERNO,".001""",".001""",5mm,30mm,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,1095,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT471,Indicador de Pestaña,44231,44595,44575,Activo,INTERNO,0.025mm,0.025mm,0,12m,rex,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,365,,,13 de agosto del 2013,13 de agosto del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,
INT470,Medidor de Alturas Digital,44230,44594,44574,Activo,INTERNO,".001""",".001""",0,"12""",13111041,INT062 INT143,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,365,,,5 de julio del 2013,5 de julio del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,
INT469,Calibrador digital,44211,44576,44556,Activo,INTERNO,0.025MM,0.025MM,0,12.7MM,A17214799,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT468,Micrómetro Análogo,44337,44702,44682,Activo,EXTERNO,".0005""",".0005""",0,"1""",64102542,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT467,Micrómetro Análogo,44278,44643,44623,Activo,EXTERNO,".001""",".001""",0,25mm,60102541,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,19 de marzo del 2020,,,,,,
INT466,Micrometro digital,44336,44701,44681,Activo,INTERNO,"0.0005""",0.0005,0,"1""",66283849,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT465,Indicador (Bench Center),44341,44706,44686,Activo,EXTERNO,".001""",".001""",0,"100""",XMA532,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT464,Hypot Ultra 4,44337,44702,44682,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificadp,9750157,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Rotary BOSH-7567-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,30 de enero del 2020,,,,,,
INT463,Indicador (Comp Mec),44264,44629,44609,Activo,EXTERNO,0.003mm,0.003mm,0,10mm,XVX146,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de noviembre del 2012,13 de noviembre del 2013,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT461,Bascula Rhino,44227,44592,44572,Activo,INTERNO,0.05gr,0.05gr,0,100gr,BABOL-09979,INT088,Abiu Esparza,Abiu Esparza,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,
INT460,Bore Gage,44201,44566,44546,Activo,INTERNO,0.001,0.001,0,12.7MM,15154858,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,16 de enero del 2020,,,,,,
INT459,Micrometro de Interiores,44309,44674,44654,Activo,EXTERNO,0.025mm,0.025mm,25mm,30mm,747397,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,9 de mayo del 2013,9 de mayo del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT458,Micrometro de Interiores,44309,44674,44654,Activo,EXTERNO,0.025mm,0.025mm,20mm,25mm,2002081,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,19 de abril del 2013,19 de abril del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT457,Micrometro de Interiores,44278,44643,44623,Activo,EXTERNO,0.025mm,0.025mm,16mm,20mm,554959,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,8 de febrero del 2013,8 de febrero del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT456,Micrometro de Interiores,44154,44519,44499,Activo,EXTERNO,0.025mm,0.025mm,12mm,16mm,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,15 de febrero del 2013,15 de febrero del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT455,Termopar de contacto,44222,44587,44567,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT452,Bore Gage,44160,44525,44505,Activo,INTERNO,"0.0005""","0.0005""",0,,XFY463,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,23 de julio del 2014,23 de julio del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT451,Bore Gage,44148,44878,44858,Activo,INTERNO,0.025mm,0.025mm,,18mm,XPP196,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,7 de febrero del 2014,7 de febrero del 2015,R&R Actualizado,365,,23 de noviembre del 2019,,,,,,
INT450,Ring Gauge,44148,44513,44493,Activo,EXTERNO,0.0025mm,0.0025mm,,18mm,177285,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,1 de julio del 2014,1 de julio del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT449,Ring Gauge,44340,44705,44685,Activo,EXTERNO,0.0025mm,0.0025mm,,10mm,171766,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,12 de mayo del 2020,,,,,,
INT448,Indicador Analogo,44264,44994,44974,Activo,INTERNO,"0.0005""","0.0005""",0,10mm,XVT586,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,29 de abril del 2014,29 de abril del 2015,R&R Actualizado,365,,23 de noviembre del 2019,,,,,,
INT447,Indicador Analogo,44161,44891,44871,Activo,INTERNO,"0.0005""","0.0005""",0,10mm,XVT648,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT446,Indicador Analogo,44161,44891,44871,Activo,INTERNO,"0.0005""","0.0005""",0,10mm,XVT587,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,18 de febrero del 2014,18 de febrero del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT445,Calibrador digital,44139,44504,44484,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",17142526,INT062,Raul Cadena,Raul Cadena,Taller Hilo,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41554,41919,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT444,Calibrador digital,44139,44504,44484,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",12153318,INT062,Martin Olmedo,Martin Olmedo,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41653,42018,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT443,Micrómetro digital,44139,44504,44484,Activo,INTERNO,"0.0005""","0.0005""","1""","2""",67244859,INT062,Rafael de la Cruz,Rafael de la Cruz,Taller ,N/A,,Calibración Aceptada,,,0,1,365,,,41499,41864,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT442,Micrómetro digital,44139,44504,44484,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",66224295,INT062,Francisco Zúñiga,Francisco Zúñiga,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41460,41825,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT441,Micrómetro digital,44139,44504,44484,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",66220572,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41499,41864,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT438,Indicador Analogo,44092,44457,44437,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",XNL106,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,28 de septiembre del 2019,,,,,,
INT437,Dinamómetro,44307,44673,44653,Activo,EXTERNO,NA,NA,0,500Kg,XV9816C062,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,366,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,366,,11 de marzo del 2020,,,,,,
INT436,Micrometro Analogo Fowler,44071,44436,44416,Activo,INTERNO,"0.0001""","0.0001""","1""","2""",140218867,INT062,Humberto Mondragon,Humberto Mondragon,Facilities,N/A,,Calibración Aceptada,,,0,1,365,365,,,14 de agosto del 2013,14 de agosto del 2014,R&R Actualizado,365,,23 de agosto del 2019,,,,,,
INT434,Control de Temperatura,44081,44446,44426,Activo,EXTERNO,,,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 6 COT-7614-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41403,41768,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT433,Control de Temperatura,44081,44446,44426,Activo,EXTERNO,,,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Yuh-Dak 8 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41313,41678,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT432,Pressure Gage,44337,44702,44682,Activo,EXTERNO,,,,3500psi,N/A,CERTIFICADO,Personal de Procesos,Marcelo Cortes,MILES 2,N/A,OK,Calibración Aceptada,,FLOME,1,365,365,,,,365,R&R Pendiente,R&R Actualizado,,44330,,,,,,,
INT431,Pressure Gage,44337,44702,44682,Activo,EXTERNO,,,,,N/A,CERTIFICADO,Personal de Procesos,Marcelo Cortes,Yuh-Dak 8,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44330,,,,,,,
INT430,Analizador bascula de humedad,44081,44446,44426,Activo,EXTERNO,,,,,B726303576,CERTIFICADO,Humberto Mondragon,Humberto Mondragon,Facilities,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41320,41685,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT429,Calibrador digital,43653,44018,43998,Baja,INTERNO,".0005""",".0005""",0,300mm,,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Baja,,,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT428,Calibrador digital,44018,44383,44363,Baja,INTERNO,".0005""",".0005""",0,150mm,B17043072,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Baja,,,0,1,365,365,,,27 de enero del 2014,27 de enero del 2015,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT427,Micrómetro digital,44018,44748,44728,Activo,INTERNO,".0005""",".0005""",3,"4""",63135281,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT426,Micrómetro digital,44018,44748,44728,Activo,INTERNO,".0005""",".0005""",4,"5""",67074982,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT425,Micrómetro digital,44018,44748,44728,Activo,INTERNO,".0005""",".0005""",5,"6""",63054955,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT424,Micrómetro digital,44018,44748,44728,Activo,INTERNO,".0005""",".0005""",0,"1""",63238038,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Calibración Aceptada,,,0,1,730,365,,,22 de enero del 2014,22 de enero del 2015,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT423,Micrómetro digital,44018,44748,44728,Activo,INTERNO,".0005""",".0005""",1,"2""",63324362,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Calibración Aceptada,,,0,1,730,365,,,22 de enero del 2014,22 de enero del 2015,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT422,Micrómetro digital,44018,44748,44728,Activo,INTERNO,".0005""",".0005""",2,"3""",63061944,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT421,Torquímetro,44302,44667,44647,Activo,EXTERNO,Certificado,Certificado,50,150 ft/lb,1216601051,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de noviembre del 2012,13 de noviembre del 2013,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT420,Torquímetro,44302,44667,44647,Activo,EXTERNO,Certificado,Certificado,30,250 ft/lb,117002857,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de noviembre del 2012,13 de noviembre del 2013,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT419,Torquímetro,44302,44667,44647,Activo,EXTERNO,Certificado,Certificado,50,150 ft/lb,914505026,cERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,44295,,,,,,,
INT418,Torquímetro,43341,43706,43686,Baja,EXTERNO,Certificado,Certificado,10,150 ft/lb,Certificado,CERTIFICADO,Ricardo Salcedo,Ricardo Salcedo,Mantenimiento,N/A,,Baja,,,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,43334,,,,,,,
INT417,Cámara de visión,44202,44567,44547,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Yuh-Dak 7,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41147,41512,R&R Pendiente,R&R Actualizado,,44195,,,,,,,
INT416,Cámara de visión,44202,44567,44547,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Yuh-Dak 7,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41147,41512,R&R Pendiente,R&R Actualizado,,44195,,,,,,,
INT415,Cámara de visión,44202,44567,44547,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Yuh-Dak 7,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41092,41457,R&R Pendiente,R&R Actualizado,,44195,,,,,,,
INT414,Cámara de visión,44202,44567,44547,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Yuh-Dak 7,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41092,41457,R&R Pendiente,R&R Actualizado,,44195,,,,,,,
INT413,LCR (Capacitancia),44032,44762,44742,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificado,GEP131186,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,VAL-6652/7121/8187,N/A,,Calibración Aceptada,,,0,1,730,365,,41066,41796,R&R Pendiente,R&R Actualizado,,44025,,,,,,,
INT412,LCR (Capacitancia),44032,44762,44742,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificado,GEP131189,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,VAL-6652/7121/8187,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,41066,41796,R&R Pendiente,R&R Actualizado,,44025,,,,,,,
INT411,Leak test,44032,44762,44742,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificado,C282492,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Teka ,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,41064,41794,R&R Pendiente,R&R Actualizado,,44025,,,,,,,
INT410,Leak test,43583,43948,43928,Baja,EXTERNO,Certificado,Certificado,Certificado,Certificado,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,BOS-7370-000 Planta Angel leaño,N/A,,Baja,,,0,1,365,,,40946,41311,R&R Pendiente,R&R Actualizado,,43576,,,,,,,
INT409,Leak test,44370,44735,44715,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificado,I 287094,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,41061,41426,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT408,Calibrador digital,43371,43736,43716,Baja,INTERNO,0,0.001,0,6'',,INT062,Carlos Cázares,Carlos Cázares,Procesos,N/A,,Baja,,,0,1,365,,,41044,41409,R&R Pendiente,R&R Actualizado,,43364,,,,,,,
INT407,Micrómetro ,43371,43736,43716,Baja,INTERNO,0,0.001,0,1'',,INT143,Carlos Cázares,Carlos Cázares,Procesos,N/A,,Baja,,,0,1,365,,,41044,41409,R&R Pendiente,R&R Actualizado,,43364,,,,,,,
INT406,Hypot,44370,44736,44716,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificadp,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Teka ,N/A,OK,Calibración Aceptada,,FLOME,0,1,366,,,41012,41378,R&R Pendiente,R&R Actualizado,,44363,,,,,,,
INT405,Cámara de visión,44232,44597,44577,Activo,INTERNO,NA,NA,Go,NO GO,9L511347,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7614-000,N/A,,Calibración Aceptada,,,0,1,365,,,41011,41376,R&R Pendiente,R&R Actualizado,,44225,,,,,,,
INT404,Cámara de visión,44232,44596,44576,Activo,INTERNO,NA,NA,Go,NO GO,CL612298,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7614-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,,,41628,41992,R&R Pendiente,R&R Actualizado,,44225,,,,,,,
INT403,Cámara de visión,44232,44596,44576,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7614-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,,,41628,41992,R&R Pendiente,R&R Actualizado,,44225,,,,,,,
INT402,Cámara de visión,44375,44740,44720,Activo,INTERNO,NA,NA,Go,NO GO,AA610091,Dummis,Producción / Automatización,Francisco Rodríguez,Val-6652-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,40963,41328,R&R Pendiente,R&R Actualizado,,44368,,,,,,,
INT399,Leak test,44337,44702,44682,Activo,EXTERNO,NA,NA,Go,NO GO,112001G00697,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Val-6652-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44330,,,,,,,
INT398,Leak test,44337,44702,44682,Activo,EXTERNO,NA,NA,Go,NO GO,112001G00698,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Val-6652-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44330,,,,,,,
INT397,LCR (Capacitancia),44337,44702,44682,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificado,GEP 190084,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,VAL-6652/7121/8187,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,40949,40949,R&R Pendiente,365,,44695,,,,,,
INT396,LCR (Capacitancia),44337,44702,44682,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificado,GEP 190078,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,VAL-6652/7121/8187,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,40851,40851,R&R Pendiente,365,,44695,,,,,,
INT395,Laser (Vision) ,44352,44717,44697,Activo,INTERNO,NA,NA,Go,NO GO,00023798,Dummis,Producción / Automatización,Francisco Rodríguez,COT-7370-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,40862,41227,R&R Pendiente,R&R Actualizado,,44345,,,,,,,
