ID,Descripción,Fecha de Verificacion,Próxima Verificacion,Calendario de Verificacion,Estado,Método de Verificacion calibracion,Error de equipo,,Resolucion,,N° de Serie,ID de equipo con el que se verifica / Calibra  ,Usuario,Responsable,Ubicación,Formato,Verificacion de Etiquta (ID y Fecha),Status,Prove-Calibracion,Verifico,Fuera de Calibración,,% de Gages Calibrados,Numero de folio,,,Calibración Aceptada,Calibración Pendiente,En Proceso de Calibración,,Buscar,44384.34421,>=,44377.34421,44364.34421,>=44364.3442065972,44384.34421,>=44377.3442065972
INT501,HIPOT 8251,23/06/2021,23/06/2022,03/06/2022,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Rotary  TRW-8251-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,1 de julio del 2014,1 de julio del 2015,R&R Actualizado,365,,13 de junio del 2020,,,,,,
INT500,HIPOT 8278,23/06/2021,23/06/2022,03/06/2022,Activo,EXTERNO,NA,NA,Go,NO GO,,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Rotary SEM-8278 -000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,29 de abril del 2014,29 de abril del 2015,R&R Actualizado,365,,13 de junio del 2020,,,,,,
INT499,HIPOT 8422,23/06/2021,23/06/2022,03/06/2022,Activo,EXTERNO,NA,NA,NA,NA,3538H4,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Rotary VAL-8422-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,13 de junio del 2020,,,,,,
INT498,Mesa de granito,15/01/2021,14/01/2026,25/12/2025,Activo,EXTERNO,N/A,N/A,"24""","36""",N/A,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,1825,365,,,24 de octubre del 2014,24 de octubre del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT497,Marcador # 34,29/08/2019,28/08/2020,08/08/2020,Referencia,INTERNO,NA,NA,NA,NA,,NA,Estampados,Griselda Flores,Laboratorio Metrología,N/A,,Referencia,,,0,1,365,,,41936,42301,R&R Pendiente,R&R Actualizado,,43699,,,,,,,
INT496,Marcador # 32,29/08/2019,28/08/2020,08/08/2020,Referencia,INTERNO,NA,NA,NA,NA,,NA,Estampados,Griselda Flores,Laboratorio Metrología,N/A,,Referencia,,,0,1,365,,,41926,42291,R&R Pendiente,R&R Actualizado,,43699,,,,,,,
INT495,Termopar de contacto,26/01/2021,26/01/2022,06/01/2022,Activo,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41842,42207,R&R Pendiente,R&R Actualizado,,44215,,,,,,,
INT494,Camara de Vision,28/06/2021,28/06/2022,08/06/2022,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary TRW-8251-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,
INT493,Camara de Vision,28/06/2021,28/06/2022,08/06/2022,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary TRW-8251-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,18 de febrero del 2014,18 de febrero del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,
INT492,Camara de Vision,28/06/2021,28/06/2022,08/06/2022,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Linea TRW-8251-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de febrero del 2014,7 de febrero del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,
INT491,Camara de Vision,28/06/2021,28/06/2022,08/06/2022,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary SEM-8278 -000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,6 de septiembre del 2014,6 de septiembre del 2014,R&R Actualizado,365,,28 de junio del 2020,,,,,,
INT490,Camara de Vision,28/06/2021,28/06/2022,08/06/2022,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary SEM-8278 -000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,28 de junio del 2020,,,,,,
INT489,Camara de Vision,05/06/2021,05/06/2022,16/05/2022,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary SEM-8275-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,23 de julio del 2014,23 de julio del 2015,R&R Actualizado,365,,18 de junio del 2020,,,,,,
INT488,Camara de Vision,05/06/2021,05/06/2022,16/05/2022,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Rotary SEM-8275-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,18 de junio del 2020,,,,,,
INT487,Termohigrometro,07/07/2020,08/07/2021,18/06/2021,Activo,EXTERNO,NA,NA,,,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,En Proceso de Calibración,en/Cali,FLOME,0,1,366,0,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,9 de agosto del 2019,,,,,,
INT486,Hypot,12/11/2020,12/11/2021,23/10/2021,Activo,EXTERNO,NA,NA,,,9750122,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,BOS-7370-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,0,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,365,,9 de agosto del 2019,,,,,,
INT485,CMM,22/01/2019,22/01/2020,02/01/2020,Baja,EXTERNO,NA,NA,0,"40""",,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,,Baja,,,0,1,365,365,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT484,Amperímetro de gancho,15/07/2019,14/07/2020,24/06/2020,Baja,EXTERNO,NA,NA,NA,NA,,CERTIFICADO,Ricardo Lopez,Ricardo Lopez,Mantenimiento,N/A,,Baja,,,0,1,365,,,41864,42229,R&R Pendiente,R&R Actualizado,,43654,,,,,,,
INT483,Dinamómetro,24/05/2021,24/05/2022,04/05/2022,Activo,EXTERNO,0.05,0.05,0,2500N,16-0092-06,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,2 de mayo del 2020,,,,,,
INT481,Calbrador Digital,14/05/2021,14/05/2022,24/04/2022,Activo,INTERNO,".0005""",".0005""",0,"8""",B17190713,INT143,Fabian Mejia,Fabian Mejia,Automatización ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41821,42186,R&R Pendiente,R&R Actualizado,,44323,,,,,,,
INT480,Ring Gauge,12/05/2020,12/05/2022,22/04/2022,Activo,EXTERNO,NA,NA,25,,172118,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,730,,,21 de enero del 2015,21 de enero del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,
INT479,Ring Gauge,12/05/2020,12/05/2022,22/04/2022,Activo,EXTERNO,NA,NA,16,,172872,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,730,,,24 de octubre del 2014,24 de octubre del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,
INT478,Indicador Analogo,17/05/2021,17/05/2023,27/04/2023,Activo,INTERNO,"0.0005""","0.0005""",0,"0.500""",,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,730,,,14 de octubre del 2014,14 de octubre del 2015,R&R Actualizado,730,,15 de mayo del 2020,,,,,,
INT477,Indicador Digital,17/05/2021,17/05/2022,27/04/2022,Activo,INTERNO,"0.0005""",0.0005,0,"1""",17222409,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,1 de octubre del 2014,1 de octubre del 2015,R&R Actualizado,365,,15 de mayo del 2020,,,,,,
INT476,Indicador Digital,17/05/2021,17/05/2022,27/04/2022,Activo,INTERNO,"0.0005""",0.0005,0,"1""",17222413,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,6 de septiembre del 2014,6 de septiembre del 2015,R&R Actualizado,365,,15 de mayo del 2020,,,,,,
INT475,Camara de Vision,10/05/2021,10/05/2022,20/04/2022,Activo,INTERNO,NA,NA,Go,NO GO,VE202G1A,Dummis,Producción / Automatización,Francisco Rodríguez,Linea BOS-6194 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41758,42123,R&R Pendiente,R&R Actualizado,,44319,,,,,,,
INT474,Bascula QC-5,24/04/2020,24/04/2021,04/04/2021,Reparacion,INTERNO,1gr,1,gr,5 KG,K17-000072,INT088,Personal de producción,Francisco Martínez,Lavadora terra tech ,N/A,,Reparacion,,,0,1,365,365,,,6 de diciembre del 2013,6 de diciembre del 2014,R&R Actualizado,365,,18 de abril del 2020,,,,,,
INT473,Bascula QC-5,24/04/2020,24/04/2021,04/04/2021,Reparacion,INTERNO,1gr,1gr,0,5 KG,A18-000097,INT088,Personal de producción,Francisco Martínez,Estampados ,N/A,,Reparacion,,,0,1,365,,,41864,42229,R&R Pendiente,R&R Actualizado,,43938,,,,,,,
INT472,Micrometro digital,23/01/2021,23/01/2024,03/01/2024,Activo,EXTERNO,".001""",".001""",5mm,30mm,,CERTIFICADO,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,1095,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT471,Indicador de Pestaña,04/02/2021,03/02/2022,14/01/2022,Activo,INTERNO,0.025mm,0.025mm,0,12m,rex,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,365,,,13 de agosto del 2013,13 de agosto del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,
INT470,Medidor de Alturas Digital,03/02/2021,02/02/2022,13/01/2022,Activo,INTERNO,".001""",".001""",0,"12""",13111041,INT062 INT143,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,364,365,,,5 de julio del 2013,5 de julio del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,
INT469,Calibrador digital,15/01/2021,15/01/2022,26/12/2021,Activo,INTERNO,0.025MM,0.025MM,0,12.7MM,A17214799,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT468,Micrómetro Análogo,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,".0005""",".0005""",0,"1""",64102542,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT467,Micrómetro Análogo,23/03/2021,23/03/2022,03/03/2022,Activo,EXTERNO,".001""",".001""",0,25mm,60102541,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,19 de marzo del 2020,,,,,,
INT466,Micrometro digital,20/05/2021,20/05/2022,30/04/2022,Activo,INTERNO,"0.0005""",0.0005,0,"1""",66283849,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,15 de enero del 2020,,,,,,
INT465,Indicador (Bench Center),25/05/2021,25/05/2022,05/05/2022,Activo,EXTERNO,".001""",".001""",0,"100""",XMA532,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT464,Hypot Ultra 4,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,Certificado,Certificado,Certificado,Certificadp,9750157,CERTIFICADO,Producción / Automatización,Francisco Rodríguez,Rotary BOSH-7567-000 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,30 de enero del 2020,,,,,,
INT463,Indicador (Comp Mec),09/03/2021,09/03/2022,17/02/2022,Activo,EXTERNO,0.003mm,0.003mm,0,10mm,XVX146,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de noviembre del 2012,13 de noviembre del 2013,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT461,Bascula Rhino,31/01/2021,31/01/2022,11/01/2022,Activo,INTERNO,0.05gr,0.05gr,0,100gr,BABOL-09979,INT088,Abiu Esparza,Abiu Esparza,Taller Ingeniería,N/A,,Calibración Aceptada,,,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,1 de febrero del 2020,,,,,,
INT460,Bore Gage,05/01/2021,05/01/2022,16/12/2021,Activo,INTERNO,0.001,0.001,0,12.7MM,15154858,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,17 de enero del 2014,17 de enero del 2015,R&R Actualizado,365,,16 de enero del 2020,,,,,,
INT459,Micrometro de Interiores,23/04/2021,23/04/2022,03/04/2022,Activo,EXTERNO,0.025mm,0.025mm,25mm,30mm,747397,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,9 de mayo del 2013,9 de mayo del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT458,Micrometro de Interiores,23/04/2021,23/04/2022,03/04/2022,Activo,EXTERNO,0.025mm,0.025mm,20mm,25mm,2002081,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,19 de abril del 2013,19 de abril del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT457,Micrometro de Interiores,23/03/2021,23/03/2022,03/03/2022,Activo,EXTERNO,0.025mm,0.025mm,16mm,20mm,554959,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,8 de febrero del 2013,8 de febrero del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT456,Micrometro de Interiores,19/11/2020,19/11/2021,30/10/2021,Activo,EXTERNO,0.025mm,0.025mm,12mm,16mm,,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,15 de febrero del 2013,15 de febrero del 2014,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT455,Termopar de contacto,26/01/2021,26/01/2022,06/01/2022,Activo,EXTERNO,N/A,N/A,N/A,N/A,,CERTIFICADO,Personal de Procesos,Francisco Martínez,Procesos (Moldeo),N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,7 de octubre del 2013,7 de octubre del 2014,R&R Actualizado,365,,22 de febrero del 2020,,,,,,
INT452,Bore Gage,25/11/2020,25/11/2021,05/11/2021,Activo,INTERNO,"0.0005""","0.0005""",0,,XFY463,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,23 de julio del 2014,23 de julio del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT451,Bore Gage,13/11/2020,13/11/2022,24/10/2022,Activo,INTERNO,0.025mm,0.025mm,,18mm,XPP196,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,7 de febrero del 2014,7 de febrero del 2015,R&R Actualizado,365,,23 de noviembre del 2019,,,,,,
INT450,Ring Gauge,13/11/2020,13/11/2021,24/10/2021,Activo,EXTERNO,0.0025mm,0.0025mm,,18mm,177285,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,1 de julio del 2014,1 de julio del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT449,Ring Gauge,24/05/2021,24/05/2022,04/05/2022,Activo,EXTERNO,0.0025mm,0.0025mm,,10mm,171766,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,12 de mayo del 2020,,,,,,
INT448,Indicador Analogo,09/03/2021,09/03/2023,17/02/2023,Activo,INTERNO,"0.0005""","0.0005""",0,10mm,XVT586,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,29 de abril del 2014,29 de abril del 2015,R&R Actualizado,365,,23 de noviembre del 2019,,,,,,
INT447,Indicador Analogo,26/11/2020,26/11/2022,06/11/2022,Activo,INTERNO,"0.0005""","0.0005""",0,10mm,XVT648,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT446,Indicador Analogo,26/11/2020,26/11/2022,06/11/2022,Activo,INTERNO,"0.0005""","0.0005""",0,10mm,XVT587,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,18 de febrero del 2014,18 de febrero del 2015,R&R Actualizado,365,,20 de noviembre del 2019,,,,,,
INT445,Calibrador digital,04/11/2020,04/11/2021,15/10/2021,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",17142526,INT062,Raul Cadena,Raul Cadena,Taller Hilo,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41554,41919,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT444,Calibrador digital,04/11/2020,04/11/2021,15/10/2021,Activo,INTERNO,"0.0005""","0.0005""",0,"8""",12153318,INT062,Martin Olmedo,Martin Olmedo,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41653,42018,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT443,Micrómetro digital,04/11/2020,04/11/2021,15/10/2021,Activo,INTERNO,"0.0005""","0.0005""","1""","2""",67244859,INT062,Rafael de la Cruz,Rafael de la Cruz,Taller ,N/A,,Calibración Aceptada,,,0,1,365,,,41499,41864,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT442,Micrómetro digital,04/11/2020,04/11/2021,15/10/2021,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",66224295,INT062,Francisco Zúñiga,Francisco Zúñiga,Taller Moldes,N/A,,Calibración Aceptada,,,0,1,365,,,41460,41825,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT441,Micrómetro digital,04/11/2020,04/11/2021,15/10/2021,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",66220572,INT062,Personal Calidad,Griselda Flores,Laboratorio Metrología,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41499,41864,R&R Pendiente,R&R Actualizado,,44132,,,,,,,
INT438,Indicador Analogo,18/09/2020,18/09/2021,29/08/2021,Activo,INTERNO,"0.0005""","0.0005""",0,"1""",XNL106,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de agosto del 2014,13 de agosto del 2015,R&R Actualizado,365,,28 de septiembre del 2019,,,,,,
INT437,Dinamómetro,21/04/2021,22/04/2022,02/04/2022,Activo,EXTERNO,NA,NA,0,500Kg,XV9816C062,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,366,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,366,,11 de marzo del 2020,,,,,,
INT436,Micrometro Analogo Fowler,28/08/2020,28/08/2021,08/08/2021,Activo,INTERNO,"0.0001""","0.0001""","1""","2""",140218867,INT062,Humberto Mondragon,Humberto Mondragon,Facilities,N/A,,Calibración Aceptada,,,0,1,365,365,,,14 de agosto del 2013,14 de agosto del 2014,R&R Actualizado,365,,23 de agosto del 2019,,,,,,
INT434,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,,,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Battenfeld 6 COT-7614-000,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41403,41768,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT433,Control de Temperatura,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,,,,,N/A,CERTIFICADO,Personal de Procesos,Francisco Martínez,Yuh-Dak 8 ,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41313,41678,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT432,Pressure Gage,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,,,,3500psi,N/A,CERTIFICADO,Personal de Procesos,Marcelo Cortes,MILES 2,N/A,OK,Calibración Aceptada,,FLOME,1,365,365,,,,365,R&R Pendiente,R&R Actualizado,,44330,,,,,,,
INT431,Pressure Gage,21/05/2021,21/05/2022,01/05/2022,Activo,EXTERNO,,,,,N/A,CERTIFICADO,Personal de Procesos,Marcelo Cortes,Yuh-Dak 8,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,,365,R&R Pendiente,R&R Actualizado,,44330,,,,,,,
INT430,Analizador bascula de humedad,07/09/2020,07/09/2021,18/08/2021,Activo,EXTERNO,,,,,B726303576,CERTIFICADO,Humberto Mondragon,Humberto Mondragon,Facilities,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41320,41685,R&R Pendiente,R&R Actualizado,,44074,,,,,,,
INT429,Calibrador digital,07/07/2019,06/07/2020,16/06/2020,Baja,INTERNO,".0005""",".0005""",0,300mm,,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Baja,,,0,1,365,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT428,Calibrador digital,06/07/2020,06/07/2021,16/06/2021,Baja,INTERNO,".0005""",".0005""",0,150mm,B17043072,INT062,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Baja,,,0,1,365,365,,,27 de enero del 2014,27 de enero del 2015,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT427,Micrómetro digital,06/07/2020,06/07/2022,16/06/2022,Activo,INTERNO,".0005""",".0005""",3,"4""",63135281,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT426,Micrómetro digital,06/07/2020,06/07/2022,16/06/2022,Activo,INTERNO,".0005""",".0005""",4,"5""",67074982,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT425,Micrómetro digital,06/07/2020,06/07/2022,16/06/2022,Activo,INTERNO,".0005""",".0005""",5,"6""",63054955,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,11 de febrero del 2015,11 de febrero del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT424,Micrómetro digital,06/07/2020,06/07/2022,16/06/2022,Activo,INTERNO,".0005""",".0005""",0,"1""",63238038,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Calibración Aceptada,,,0,1,730,365,,,22 de enero del 2014,22 de enero del 2015,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT423,Micrómetro digital,06/07/2020,06/07/2022,16/06/2022,Activo,INTERNO,".0005""",".0005""",1,"2""",63324362,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,,Calibración Aceptada,,,0,1,730,365,,,22 de enero del 2014,22 de enero del 2015,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT422,Micrómetro digital,06/07/2020,06/07/2022,16/06/2022,Activo,INTERNO,".0005""",".0005""",2,"3""",63061944,INT143,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,730,365,,,5 de marzo del 2015,4 de marzo del 2016,R&R Actualizado,365,,29 de junio del 2020,,,,,,
INT421,Torquímetro,16/04/2021,16/04/2022,27/03/2022,Activo,EXTERNO,Certificado,Certificado,50,150 ft/lb,1216601051,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de noviembre del 2012,13 de noviembre del 2013,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT420,Torquímetro,16/04/2021,16/04/2022,27/03/2022,Activo,EXTERNO,Certificado,Certificado,30,250 ft/lb,117002857,CERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,365,,,13 de noviembre del 2012,13 de noviembre del 2013,R&R Actualizado,365,,5 de febrero del 2020,,,,,,
INT419,Torquímetro,16/04/2021,16/04/2022,27/03/2022,Activo,EXTERNO,Certificado,Certificado,50,150 ft/lb,914505026,cERTIFICADO,Arturo Alvárez,Arturo Alvárez,Cold Forging,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,44295,,,,,,,
INT418,Torquímetro,29/08/2018,29/08/2019,09/08/2019,Baja,EXTERNO,Certificado,Certificado,10,150 ft/lb,Certificado,CERTIFICADO,Ricardo Salcedo,Ricardo Salcedo,Mantenimiento,N/A,,Baja,,,0,1,365,,,41226,41591,R&R Pendiente,R&R Actualizado,,43334,,,,,,,
INT417,Cámara de visión,06/01/2021,06/01/2022,17/12/2021,Activo,INTERNO,NA,NA,Go,NO GO,N/A,Dummis,Producción / Automatización,Francisco Rodríguez,Yuh-Dak 7,N/A,OK,Calibración Aceptada,,FLOME,0,1,365,,,41147,41512,R&R Pendiente,R&R Actualizado,,44195,,,,,,,
